2026-09-03 16:27:20Z ok [cloud] 29.6s events: - | eq=9531.95 pos=3
2026-09-03 16:31:11Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 16:31:11Z ok [cloud] 33.1s events: - | eq=9547.55 pos=3
2026-09-03 16:44:24Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 16:44:24Z ok [cloud] 35.5s events: - | eq=9539.62 pos=3
2026-09-03 16:46:16Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 16:46:16Z ok [cloud] 33s events: - | eq=9545.51 pos=3
2026-09-03 16:58:57Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 16:58:58Z ok [cloud] 29.8s events: - | eq=9556.14 pos=3
2026-09-03 17:01:07Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 17:01:07Z ok [cloud] 30.2s events: - | eq=9551.78 pos=3
2026-09-03 17:14:01Z RF ok: - | C2=11856 C3b=13294.18
2026-09-03 17:14:01Z ok [cloud] 31.8s events: - | eq=9565.91 pos=3
2026-09-03 17:16:14Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:16:14Z ok [cloud] 38.6s events: - | eq=9567.59 pos=3
2026-09-03 17:28:57Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:28:57Z ok [cloud] 30.6s events: - | eq=9551.85 pos=3
2026-09-03 17:31:05Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:31:05Z ok [cloud] 30.1s events: - | eq=9555.98 pos=3
2026-09-03 17:44:00Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:44:00Z ok [cloud] 31.3s events: - | eq=9565.86 pos=3
2026-09-03 17:46:04Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:46:04Z ok [cloud] 35.5s events: - | eq=9571.36 pos=3
2026-09-03 17:53:10Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:53:10Z ok [cloud] 30.4s events: - | eq=9571.35 pos=3
2026-09-03 17:59:07Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 17:59:07Z ok [cloud] 38.3s events: - | eq=9561.17 pos=3
2026-09-03 18:01:11Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 18:01:11Z ok [cloud] 30.3s events: - | eq=9564.95 pos=3
2026-09-03 18:14:01Z RF ok: - | C2=11676.19 C3b=12965.24
2026-09-03 18:14:01Z ok [cloud] 29.6s events: - | eq=9577.41 pos=3
2026-09-03 18:16:12Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:16:12Z ok [cloud] 33.1s events: - | eq=9579.79 pos=3
2026-09-03 18:29:01Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:29:01Z ok [cloud] 30.4s events: - | eq=9553.53 pos=3
2026-09-03 18:31:04Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:31:04Z ok [cloud] 31.7s events: - | eq=9554.43 pos=3
2026-09-03 18:43:57Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:43:57Z ok [cloud] 29.7s events: - | eq=9552.8 pos=3
2026-09-03 18:46:06Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:46:06Z ok [cloud] 32.3s events: - | eq=9557.72 pos=3
2026-09-03 18:59:00Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 18:59:00Z ok [cloud] 32.2s events: - | eq=9584.73 pos=3
2026-09-03 19:01:19Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 19:01:19Z ok [cloud] 30.3s events: - | eq=9583.18 pos=3
2026-09-03 19:13:59Z RF ok: - | C2=11611.12 C3b=12840.95
2026-09-03 19:13:59Z ok [cloud] 30.3s events: - | eq=9580.61 pos=3
2026-09-03 19:16:07Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:16:07Z ok [cloud] 32.9s events: - | eq=9572.53 pos=3
2026-09-03 19:29:03Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:29:03Z ok [cloud] 33.5s events: - | eq=9607.33 pos=3
2026-09-03 19:31:19Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:31:19Z ok [cloud] 30.3s events: - | eq=9604.34 pos=3
2026-09-03 19:44:01Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:44:01Z ok [cloud] 34.1s events: - | eq=9607.68 pos=3
2026-09-03 19:46:02Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:46:02Z ok [cloud] 29.9s events: - | eq=9613.99 pos=3
2026-09-03 19:58:56Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 19:58:56Z ok [cloud] 29.8s events: - | eq=9616.11 pos=3
2026-09-03 20:03:12Z scan 4h bar=2026-09-03 16:00: pass=0/20, near=BTC-USDT 7/6 (miss: triggerBar), btc=up fng=65 flat=off
2026-09-03 20:03:18Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 20:03:18Z ok [cloud] 144.2s events: - | eq=9595.13 pos=3
2026-09-03 20:14:11Z RF ok: - | C2=11600.96 C3b=12822.2
2026-09-03 20:14:11Z ok [cloud] 33.9s events: - | eq=9600.95 pos=3
2026-09-03 20:16:04Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:16:04Z ok [cloud] 30.6s events: - | eq=9593.34 pos=3
2026-09-03 20:29:04Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:29:04Z ok [cloud] 31.1s events: - | eq=9604.47 pos=3
2026-09-03 20:31:05Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:31:05Z ok [cloud] 30.6s events: - | eq=9601.93 pos=3
2026-09-03 20:34:52Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:34:52Z ok [cloud] 38.1s events: - | eq=9592.71 pos=3
2026-09-03 20:44:06Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:44:06Z ok [cloud] 32.1s events: - | eq=9598.59 pos=3
2026-09-03 20:46:03Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 20:46:03Z ok [cloud] 30.3s events: - | eq=9594.98 pos=3
2026-09-03 21:00:59Z RF ok: - | C2=11616.16 C3b=12848.29
2026-09-03 21:00:59Z ok [cloud] 29.6s events: - | eq=9597.14 pos=3
2026-09-03 21:16:10Z RF ok: RF SIGNAL [C2/setA] GOLD long @close 4481.2; RF SIGNAL [C3b/setA] GOLD long @close 4481.2 | C2=11689.22 C3b=12981.25
2026-09-03 21:16:10Z ok [cloud] 37.6s events: - | eq=9608.69 pos=3
2026-09-03 21:31:08Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 21:31:08Z ok [cloud] 31s events: - | eq=9636.4 pos=3
2026-09-03 21:40:32Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 21:40:32Z ok [cloud] 32.5s events: - | eq=9610.71 pos=3
2026-09-03 21:46:02Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 21:46:02Z ok [cloud] 30s events: - | eq=9599.28 pos=3
2026-09-03 22:01:07Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 22:01:07Z ok [cloud] 30s events: - | eq=9601.04 pos=3
2026-09-03 22:16:26Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 22:16:26Z ok [cloud] 29.8s events: - | eq=9595.76 pos=3
2026-09-03 22:31:10Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 22:31:10Z ok [cloud] 37.6s events: - | eq=9564.52 pos=3
2026-09-03 22:46:00Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 22:46:01Z ok [cloud] 30.5s events: - | eq=9579.15 pos=3
2026-09-03 23:01:17Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 23:01:17Z ok [cloud] 33s events: - | eq=9574.99 pos=3
2026-09-03 23:16:09Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 23:16:09Z ok [cloud] 35.2s events: - | eq=9574.87 pos=3
2026-09-03 23:31:30Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 23:31:30Z ok [cloud] 30.6s events: - | eq=9576.36 pos=3
2026-09-03 23:46:28Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-03 23:46:28Z ok [cloud] 32.1s events: - | eq=9587.88 pos=3
2026-09-04 00:03:20Z scan 4h bar=2026-09-03 20:00: pass=0/20, near=ETH-USDT 7/6 (miss: triggerBar), btc=up fng=74 flat=off
2026-09-04 00:03:25Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 00:03:25Z ok [cloud] 144.9s events: - | eq=9586.07 pos=3
2026-09-04 00:16:07Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 00:16:07Z ok [cloud] 33.6s events: - | eq=9602.3 pos=3
2026-09-04 00:27:18Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 00:27:18Z ok [cloud] 30.9s events: - | eq=9589.93 pos=3
2026-09-04 00:30:59Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 00:30:59Z ok [cloud] 29.8s events: - | eq=9590.89 pos=3
2026-09-04 00:45:41Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 00:45:41Z ok [cloud] 8.8s events: - | eq=9599.29 pos=3
2026-09-04 01:01:04Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 01:01:04Z ok [cloud] 29.5s events: - | eq=9567.01 pos=3
2026-09-04 01:16:01Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 01:16:01Z ok [cloud] 29.5s events: - | eq=9568.85 pos=3
2026-09-04 01:31:11Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 01:31:11Z ok [cloud] 30.7s events: - | eq=9555.31 pos=3
2026-09-04 01:46:03Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 01:46:03Z ok [cloud] 30.1s events: - | eq=9539.12 pos=3
2026-09-04 02:01:00Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 02:01:01Z ok [cloud] 28.7s events: - | eq=9562.55 pos=3
2026-09-04 02:15:59Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 02:15:59Z ok [cloud] 30s events: - | eq=9558.28 pos=3
2026-09-04 02:31:05Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 02:31:05Z ok [cloud] 30s events: - | eq=9555.59 pos=3
2026-09-04 02:49:45Z RF ok: - | C2=11580.75 C3b=12743.92
2026-09-04 02:49:45Z ok [cloud] 236.8s events: - | eq=9552.09 pos=3
2026-09-04 03:01:03Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 03:01:03Z ok [cloud] 29.4s events: - | eq=9572.75 pos=3
2026-09-04 03:16:01Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 03:16:01Z ok [cloud] 29.5s events: - | eq=9578.28 pos=3
2026-09-04 03:31:14Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 03:31:14Z ok [cloud] 31.6s events: - | eq=9570.5 pos=3
2026-09-04 03:46:02Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 03:46:02Z ok [cloud] 30.3s events: - | eq=9570.07 pos=3
2026-09-04 04:03:48Z scan 4h bar=2026-09-04 00:00: pass=0/20, near=BTC-USDT 7/6 (miss: rsiReset+triggerBar), btc=up fng=74 flat=off
2026-09-04 04:03:53Z RF ok: - | C2=11689.22 C3b=12981.25
2026-09-04 04:03:53Z ok [cloud] 167.4s events: - | eq=9564.73 pos=3
2026-09-04 04:16:08Z RF ok: - | C2=11690.83 C3b=12985.21
2026-09-04 04:16:08Z ok [cloud] 29.1s events: - | eq=9579.1 pos=3
2026-09-04 04:31:02Z RF ok: RF ENTRY [C2/setA] R23 GOLD long @4476.8426; RF ENTRY [C3b/setA] R24 GOLD long @4476.8426 | C2=11689.62 C3b=12982.55
2026-09-04 04:31:02Z ok [cloud] 30.7s events: - | eq=9614.35 pos=3
2026-09-04 04:46:10Z RF ok: - | C2=11689.62 C3b=12982.55
2026-09-04 04:46:10Z ok [cloud] 34.9s events: - | eq=9591.24 pos=3
2026-09-04 04:55:41Z RF ok: - | C2=11689.62 C3b=12982.55
2026-09-04 04:55:41Z ok [cloud] 29s events: - | eq=9593.64 pos=3
2026-09-04 05:01:01Z RF ok: - | C2=11689.62 C3b=12982.55
2026-09-04 05:01:01Z ok [cloud] 29.3s events: - | eq=9581.48 pos=3
2026-09-04 05:16:04Z RF ok: - | C2=11694.44 C3b=12995.45
2026-09-04 05:16:04Z ok [cloud] 30.6s events: - | eq=9581.11 pos=3
2026-09-04 05:31:05Z RF ok: - | C2=11694.44 C3b=12995.45
2026-09-04 05:31:05Z ok [cloud] 29.9s events: - | eq=9570.43 pos=3
2026-09-04 05:46:15Z RF ok: - | C2=11694.44 C3b=12995.45
2026-09-04 05:46:15Z ok [cloud] 31.9s events: - | eq=9582.7 pos=3
2026-09-04 06:01:00Z RF ok: - | C2=11694.44 C3b=12995.45
2026-09-04 06:01:00Z ok [cloud] 30.3s events: - | eq=9574.35 pos=3
2026-09-04 06:16:03Z RF ok: - | C2=11689.42 C3b=12986.72
2026-09-04 06:16:03Z ok [cloud] 36.2s events: - | eq=9581.03 pos=3
2026-09-04 06:31:07Z RF ok: - | C2=11689.42 C3b=12986.72
2026-09-04 06:31:07Z ok [cloud] 31.4s events: - | eq=9547.23 pos=3
2026-09-04 06:46:07Z RF ok: - | C2=11689.42 C3b=12986.72
2026-09-04 06:46:07Z ok [cloud] 33.9s events: - | eq=9557.42 pos=3
2026-09-04 07:01:12Z RF ok: - | C2=11689.42 C3b=12986.72
2026-09-04 07:01:12Z ok [cloud] 36.9s events: - | eq=9556.55 pos=3
2026-09-04 07:16:00Z RF ok: - | C2=11664.54 C3b=12935.85
2026-09-04 07:16:00Z ok [cloud] 29.1s events: - | eq=9562.68 pos=3
2026-09-04 07:31:05Z RF ok: - | C2=11664.54 C3b=12935.85
2026-09-04 07:31:05Z ok [cloud] 30.6s events: - | eq=9556.02 pos=3
2026-09-04 07:46:02Z RF ok: - | C2=11664.54 C3b=12935.85
2026-09-04 07:46:02Z ok [cloud] 30.3s events: - | eq=9523.82 pos=3
2026-09-04 08:03:20Z scan 4h bar=2026-09-04 04:00: pass=0/20, near=BTC-USDT 7/6 (miss: pullback+rsiReset+triggerBar), btc=up fng=74 flat=off
2026-09-04 08:03:27Z RF ok: - | C2=11664.54 C3b=12935.85
2026-09-04 08:03:27Z ok [cloud] 139.8s events: - | eq=9516.15 pos=3
2026-09-04 08:16:00Z RF ok: - | C2=11794.76 C3b=13180.74
2026-09-04 08:16:00Z ok [cloud] 29.3s events: - | eq=9536.12 pos=3
2026-09-04 08:31:02Z RF ok: - | C2=11794.76 C3b=13180.74
2026-09-04 08:31:02Z ok [cloud] 30.8s events: - | eq=9559.47 pos=3
2026-09-04 08:46:22Z RF ok: - | C2=11794.76 C3b=13180.74
2026-09-04 08:46:22Z ok [cloud] 37.9s events: - | eq=9571.01 pos=3
2026-09-04 09:01:10Z RF ok: - | C2=11794.76 C3b=13180.74
2026-09-04 09:01:10Z ok [cloud] 31.2s events: - | eq=9571.72 pos=3
2026-09-04 09:16:23Z RF ok: - | C2=11805.33 C3b=13195.43
2026-09-04 09:16:23Z ok [cloud] 30.1s events: - | eq=9580.32 pos=3
2026-09-04 09:21:23Z RF ok: - | C2=11805.33 C3b=13195.43
2026-09-04 09:21:23Z ok [cloud] 32.6s events: - | eq=9567.06 pos=3
2026-09-04 09:36:49Z RF ok: - | C2=11583.41 C3b=12749.72
2026-09-04 09:36:49Z ok [cloud] 305.9s events: - | eq=9565.86 pos=3
2026-09-04 09:45:57Z RF ok: - | C2=11805.33 C3b=13195.43
2026-09-04 09:45:57Z ok [cloud] 30.1s events: - | eq=9578.99 pos=3
2026-09-04 10:01:06Z RF ok: - | C2=11805.33 C3b=13195.43
2026-09-04 10:01:06Z ok [cloud] 30.9s events: - | eq=9556.31 pos=3
2026-09-04 10:14:18Z RF ok: - | C2=11805.33 C3b=13195.43
2026-09-04 10:14:18Z ok [cloud] 32.6s events: - | eq=9549.93 pos=3
2026-09-04 10:16:05Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:16:05Z ok [cloud] 30.2s events: - | eq=9543.17 pos=3
2026-09-04 10:29:07Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:29:07Z ok [cloud] 31.9s events: - | eq=9561.18 pos=3
2026-09-04 10:31:01Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:31:01Z ok [cloud] 28.9s events: - | eq=9558.91 pos=3
2026-09-04 10:44:06Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:44:06Z ok [cloud] 32.3s events: - | eq=9578.88 pos=3
2026-09-04 10:46:02Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:46:02Z ok [cloud] 30.6s events: - | eq=9577.27 pos=3
2026-09-04 10:58:47Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 10:58:47Z ok [cloud] 11.2s events: - | eq=9584.4 pos=3
2026-09-04 11:01:00Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 11:01:00Z ok [cloud] 29.9s events: - | eq=9585.24 pos=3
2026-09-04 11:14:03Z RF ok: - | C2=11815.96 C3b=13214.26
2026-09-04 11:14:03Z ok [cloud] 31.5s events: - | eq=9593.03 pos=3
2026-09-04 11:16:08Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:16:08Z ok [cloud] 30s events: - | eq=9595.07 pos=3
2026-09-04 11:31:11Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:31:11Z ok [cloud] 32.8s events: - | eq=9601.53 pos=3
2026-09-04 11:40:13Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:40:13Z ok [cloud] 29.1s events: - | eq=9603.3 pos=3
2026-09-04 11:44:03Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:44:03Z ok [cloud] 36.4s events: - | eq=9597.72 pos=3
2026-09-04 11:46:02Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:46:02Z ok [cloud] 31.8s events: - | eq=9600.31 pos=3
2026-09-04 11:58:59Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 11:58:59Z ok [cloud] 31.2s events: - | eq=9596.24 pos=3
2026-09-04 12:03:15Z scan 4h bar=2026-09-04 08:00: pass=0/20, near=DOT-USDT 7/6 (miss: rsiReset+triggerBar), btc=up fng=74 flat=off
2026-09-04 12:03:20Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 12:03:20Z ok [cloud] 138.9s events: - | eq=9596.07 pos=3
2026-09-04 12:14:01Z RF ok: - | C2=11728.1 C3b=13054.91
2026-09-04 12:14:01Z ok [cloud] 30.1s events: - | eq=9602.43 pos=3
2026-09-04 12:16:29Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:16:29Z ok [cloud] 40.5s events: - | eq=9601.88 pos=3
2026-09-04 12:28:56Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:28:56Z ok [cloud] 31s events: - | eq=9613.6 pos=3
2026-09-04 12:31:01Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:31:01Z ok [cloud] 30.2s events: - | eq=9488.27 pos=3
2026-09-04 12:43:56Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:43:56Z ok [cloud] 29.8s events: - | eq=9459.37 pos=3
2026-09-04 12:46:14Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:46:14Z ok [cloud] 34.5s events: - | eq=9409.42 pos=3
2026-09-04 12:58:57Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 12:58:57Z ok [cloud] 30.2s events: - | eq=9435.1 pos=3
2026-09-04 13:01:05Z RF ok: - | C2=11741.74 C3b=13077.74
2026-09-04 13:01:05Z ok [cloud] 33.4s events: - | eq=9420.18 pos=3
2026-09-04 13:16:01Z RF ok: - | C2=11595.03 C3b=12790.74
2026-09-04 13:16:01Z ok [cloud] 30.6s events: - | eq=9407.35 pos=3
2026-09-04 13:31:09Z RF ok: - | C2=11595.03 C3b=12790.74
2026-09-04 13:31:09Z ok [cloud] 36.2s events: - | eq=9426.76 pos=3
2026-09-04 13:41:45Z RF ok: - | C2=11595.03 C3b=12790.74
2026-09-04 13:41:45Z ok [cloud] 32.4s events: - | eq=9424.7 pos=3
2026-09-04 13:46:05Z RF ok: - | C2=11595.03 C3b=12790.74
2026-09-04 13:46:05Z ok [cloud] 33.9s events: - | eq=9427.98 pos=3
2026-09-04 14:00:56Z RF ok: - | C2=11595.03 C3b=12790.74
2026-09-04 14:00:56Z ok [cloud] 28.8s events: - | eq=9428.69 pos=3
2026-09-04 14:16:06Z RF ok: - | C2=11514.03 C3b=12651.4
2026-09-04 14:16:06Z ok [cloud] 33.5s events: - | eq=9429.63 pos=3
2026-09-04 14:31:04Z RF ok: - | C2=11514.03 C3b=12651.4
2026-09-04 14:31:04Z ok [cloud] 32.9s events: - | eq=9421.21 pos=3
2026-09-04 14:46:06Z RF ok: - | C2=11514.03 C3b=12651.4
2026-09-04 14:46:06Z ok [cloud] 30.8s events: - | eq=9394.09 pos=3
2026-09-04 15:01:15Z RF ok: - | C2=11514.03 C3b=12651.4
2026-09-04 15:01:15Z ok [cloud] 31.7s events: - | eq=9368 pos=3
2026-09-04 15:16:05Z RF ok: - | C2=11456.81 C3b=12548.74
2026-09-04 15:16:05Z ok [cloud] 32.5s events: - | eq=9406.93 pos=3
2026-09-04 15:31:03Z RF ok: - | C2=11456.81 C3b=12548.74
2026-09-04 15:31:03Z ok [cloud] 32.2s events: - | eq=9428.27 pos=3
2026-09-04 15:46:00Z RF ok: - | C2=11456.81 C3b=12548.74
2026-09-04 15:46:00Z ok [cloud] 30.3s events: - | eq=9440.83 pos=3
2026-09-04 16:03:16Z scan 4h bar=2026-09-04 12:00: pass=0/20, near=BTC-USDT 7/6 (miss: pullback+rsiReset+triggerBar), btc=up fng=74 flat=off
2026-09-04 16:03:22Z RF ok: - | C2=11456.81 C3b=12548.74
2026-09-04 16:03:22Z ok [cloud] 140.5s events: - | eq=9428.77 pos=3
2026-09-04 16:16:04Z RF ok: - | C2=11457.82 C3b=12551.35
2026-09-04 16:16:05Z ok [cloud] 32s events: - | eq=9433.75 pos=3
2026-09-04 16:31:05Z RF ok: - | C2=11457.82 C3b=12551.35
2026-09-04 16:31:05Z ok [cloud] 33.3s events: - | eq=9443.89 pos=3
2026-09-04 16:46:14Z RF ok: - | C2=11457.82 C3b=12551.35
2026-09-04 16:46:14Z ok [cloud] 30.4s events: - | eq=9470.19 pos=3
2026-09-04 17:01:15Z RF ok: - | C2=11457.82 C3b=12551.35
2026-09-04 17:01:15Z ok [cloud] 30.5s events: - | eq=9457.92 pos=3
2026-09-04 17:06:47Z RF ok: - | C2=11457.82 C3b=12551.35
2026-09-04 17:06:47Z ok [cloud] 29.6s events: - | eq=9453.53 pos=3
2026-09-04 17:16:29Z RF ok: - | C2=11410.14 C3b=12464.33
2026-09-04 17:16:29Z ok [cloud] 31.2s events: - | eq=9437.99 pos=3
2026-09-04 17:31:09Z RF ok: - | C2=11410.14 C3b=12464.33
2026-09-04 17:31:09Z ok [cloud] 33.7s events: - | eq=9439.57 pos=3
2026-09-04 17:46:01Z RF ok: - | C2=11410.14 C3b=12464.33
2026-09-04 17:46:01Z ok [cloud] 31.3s events: - | eq=9428.82 pos=3
2026-09-04 18:01:00Z RF ok: - | C2=11410.14 C3b=12464.33
2026-09-04 18:01:00Z ok [cloud] 30.9s events: - | eq=9433.96 pos=3
2026-09-04 18:16:12Z RF ok: - | C2=11428.16 C3b=12493.8
2026-09-04 18:16:12Z ok [cloud] 31.6s events: - | eq=9431.77 pos=3
2026-09-04 18:31:08Z RF ok: - | C2=11428.16 C3b=12493.8
2026-09-04 18:31:08Z ok [cloud] 35.4s events: - | eq=9442.17 pos=3
2026-09-04 18:46:03Z RF ok: - | C2=11428.16 C3b=12493.8
2026-09-04 18:46:03Z ok [cloud] 32.1s events: - | eq=9446.44 pos=3
2026-09-04 19:01:03Z RF ok: - | C2=11428.16 C3b=12493.8
2026-09-04 19:01:03Z ok [cloud] 30.8s events: - | eq=9450.93 pos=3
2026-09-04 19:16:05Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:16:05Z ok [cloud] 30.6s events: - | eq=9456.24 pos=3
2026-09-04 19:26:38Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:26:38Z ok [cloud] 30.8s events: - | eq=9469.5 pos=3
2026-09-04 19:31:05Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:31:05Z ok [cloud] 30.3s events: - | eq=9463.89 pos=3
2026-09-04 19:36:39Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:36:39Z ok [cloud] 42.1s events: - | eq=9462.5 pos=3
2026-09-04 19:44:00Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:44:00Z ok [cloud] 31.9s events: - | eq=9457.52 pos=3
2026-09-04 19:46:06Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:46:06Z ok [cloud] 33.3s events: - | eq=9458.14 pos=3
2026-09-04 19:58:57Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 19:58:57Z ok [cloud] 29.6s events: - | eq=9462.55 pos=3
2026-09-04 20:03:36Z scan 4h bar=2026-09-04 16:00: pass=3/20 (DOT-USDT long, BCH-USDT long, ATOM-USDT long), btc=up fng=74 flat=off
2026-09-04 20:03:46Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 20:03:46Z ok [cloud] 150.6s events: - | eq=9467.9 pos=3
2026-09-04 20:13:55Z RF ok: - | C2=11426.94 C3b=12491.9
2026-09-04 20:13:55Z ok [cloud] 29.4s events: - | eq=9460.63 pos=3
2026-09-04 20:16:04Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:16:04Z ok [cloud] 31.5s events: - | eq=9462.77 pos=3
2026-09-04 20:28:57Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:28:57Z ok [cloud] 31.8s events: - | eq=9457.19 pos=3
2026-09-04 20:31:08Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:31:08Z ok [cloud] 32.3s events: - | eq=9456.85 pos=3
2026-09-04 20:43:59Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:43:59Z ok [cloud] 30.5s events: - | eq=9451.48 pos=3
2026-09-04 20:46:01Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:46:01Z ok [cloud] 31.2s events: - | eq=9453.53 pos=3
2026-09-04 20:59:15Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 20:59:15Z ok [cloud] 29.7s events: - | eq=9448.37 pos=3
2026-09-04 21:01:12Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 21:01:12Z ok [cloud] 29.9s events: - | eq=9446.74 pos=3
2026-09-04 21:14:04Z RF ok: - | C2=11479.32 C3b=12590.75
2026-09-04 21:14:04Z ok [cloud] 30.6s events: - | eq=9457.24 pos=3
2026-09-04 21:16:22Z RF ok: - | C2=11487.57 C3b=12601.2
2026-09-04 21:16:22Z ok [cloud] 40.7s events: - | eq=9457.19 pos=3
2026-09-04 21:28:57Z RF ok: - | C2=11487.57 C3b=12601.2
2026-09-04 21:28:57Z ok [cloud] 31s events: - | eq=9452.36 pos=3
2026-09-04 21:31:07Z RF ok: - | C2=11487.57 C3b=12601.2
2026-09-04 21:31:07Z ok [cloud] 35.8s events: - | eq=9455.86 pos=3
